1080	1198	890	308
1081	1205	909	296
1082	1305	1017	288
1083	1213	918	295
1084	1218	919	299
1085	1186	893	293
1086	1181	896	285
1087	1232	939	293
1088	14947	7705	7242
1089	1139	793	346
1090	1099	749	350
1091	1072	760	312
1092	1021	725	296
1093	1088	765	323
1094	1095	783	312
1095	1142	840	302
1096	1082	778	304
1097	1116	795	321
1098	1120	811	309
1099	1112	794	318
1100	1076	742	334
1101	1107	781	326
1102	1097	788	309
1103	1089	789	300
1104	14895	7661	7234
1105	1120	801	319
1106	1115	772	343
1107	1115	769	346
1108	1144	807	337
1109	1124	778	346
1110	1134	812	322
1111	1079	756	323
1112	1082	785	297
1113	1057	766	291
1114	1080	782	298
1115	1121	795	326
1116	1125	798	327
1117	1147	805	342
1118	1132	808	324
1119	1139	814	325
1120	14925	7698	7227
1121	1099	768	331
1122	1122	780	342
1123	1176	827	349
1124	1136	813	323
1125	1149	800	349
1126	1082	767	315
1127	1134	819	315
1128	1087	767	320
1129	1122	823	299
1130	1095	770	325
1131	1072	770	302
1132	1027	719	308
1133	1049	744	305
1134	1068	773	295
1135	981	692	289
1136	14816	7627	7189
1137	1050	751	299
1138	1108	807	301
1139	1061	752	309
1140	1062	757	305
1141	1106	784	322
1142	1026	724	302
1143	1036	746	290
1144	999	720	279
1145	1030	755	275
1146	1107	790	317
1147	1084	775	309
1148	1100	791	309
1149	1080	773	307
1150	1009	728	281
1151	1043	738	305
1152	14818	7521	7297
1153	729	475	254
1154	689	448	241
1155	713	459	254
1156	722	470	252
1157	735	488	247
1158	756	499	257
1159	729	487	242
1160	749	488	261
1161	749	500	249
1162	709	464	245
1163	715	464	251
1164	732	484	248
1165	740	501	239
1166	756	515	241
1167	719	479	240
1168	14810	7516	7294
1169	748	495	253
1170	731	488	243
1171	747	496	251
1172	739	485	254
1173	750	506	244
1174	761	504	257
1175	743	501	242
1176	770	513	257
1177	765	514	251
1178	774	529	245
1179	799	546	253
1180	805	556	249
1181	760	521	239
1182	761	520	241
1183	763	521	242
1184	14864	7570	7294
1185	788	534	254
1186	761	520	241
1187	778	526	252
1188	791	531	260
1189	767	524	243
1190	793	541	252
1191	785	535	250
1192	791	535	256
1193	782	528	254
1194	785	541	244
1195	804	549	255
1196	792	543	249
1197	769	529	240
1198	771	532	239
1199	781	537	244
1200	14883	7590	7293
1201	790	536	254
1202	772	533	239
1203	799	548	251
1204	805	548	257
1205	784	541	243
1206	793	542	251
1207	772	522	250
1208	774	520	254
1209	791	536	255
1210	767	522	245
1211	806	549	257
1212	779	530	249
1213	758	520	238
1214	765	526	239
1215	789	545	244
1216	15296	7803	7493
1217	811	544	267
1218	902	630	272
1219	828	563	265
1220	873	599	274
1221	857	587	270
1222	828	558	270
1223	803	546	257
1224	802	535	267
1225	839	563	276
1226	877	604	273
1227	825	555	270
1228	862	581	281
1229	875	605	270
1230	846	584	262
1231	877	603	274
1232	15320	7827	7493
1233	835	568	267
1234	874	601	273
1235	866	601	265
1236	880	607	273
1237	869	594	275
1238	822	554	268
1239	822	560	262
1240	831	563	268
1241	822	547	275
1242	870	596	274
1243	790	524	266
1244	881	599	282
1245	850	582	268
1246	829	570	259
1247	824	552	272
1248	15262	7766	7496
1249	827	558	269
1250	867	597	270
1251	856	588	268
1252	849	575	274
1253	818	546	272
1254	891	620	271
1255	855	593	262
1256	824	558	266
1257	869	597	272
1258	829	556	273
1259	836	569	267
1260	837	556	281
1261	897	628	269
1262	888	629	259
1263	871	600	271
1264	15280	7781	7499
1265	846	580	266
1266	872	603	269
1267	810	544	266
1268	881	609	272
1269	903	632	271
1270	837	569	268
1271	858	595	263
1272	836	568	268
1273	854	581	273
1274	850	581	269
1275	886	617	269
1276	872	588	284
1277	833	563	270
1278	821	562	259
1279	798	527	271
1280	15481	8066	7415
1281	1383	1033	350
1282	1338	1004	334
1283	1271	935	336
1284	1425	1040	385
1285	1445	1089	356
1286	1399	1052	347
1287	1424	1077	347
1288	1385	1044	341
1289	1446	1083	363
1290	1396	1040	356
1291	1443	1061	382
1292	1402	1035	367
1293	1489	1131	358
1294	1416	1023	393
1295	1388	1025	363
1296	15563	8149	7414
1297	1387	1017	370
1298	1492	1146	346
1299	1505	1135	370
1300	1446	1083	363
1301	1380	1015	365
1302	1469	1099	370
1303	1508	1130	378
1304	1364	995	369
1305	1383	995	388
1306	1462	1105	357
1307	1392	1040	352
1308	1423	1060	363
1309	1389	1028	361
1310	1385	1021	364
1311	1320	963	357
1312	15421	8006	7415
1313	1359	980	379
1314	1450	1074	376
1315	1444	1047	397
1316	1387	985	402
1317	1414	1004	410
1318	1452	1060	392
1319	1471	1060	411
1320	1336	969	367
1321	1466	1066	400
1322	1480	1076	404
1323	1423	1016	407
1324	1402	975	427
1325	1423	1047	376
1326	1412	1023	389
1327	1429	1021	408
1328	15441	8015	7426
1329	1433	1073	360
1330	1402	1044	358
1331	1386	1014	372
1332	1396	1046	350
1333	1439	1079	360
1334	1363	1005	358
1335	1457	1074	383
1336	1359	975	384
1337	1363	987	376
1338	1402	1016	386
1339	1456	1065	391
1340	1379	1023	356
1341	1344	999	345
1342	1365	990	375
