327	9
328	8
329	7
330	7
331	8
332	9
333	7
334	8
335	8
336	9
337	8
338	9
339	10
340	9
341	7
342	5
343	10
344	6
345	8
346	6
347	9
348	8
349	8
350	8
351	9
352	9
353	9
354	9
355	12
356	8
357	9
358	8
359	12
360	9
361	9
362	9
363	10
364	10
365	9
366	11
367	11
368	12
369	11
370	11
371	13
372	11
373	10
374	9
375	12
376	9
377	9
378	11
379	11
380	10
381	9
382	10
383	10
384	15
385	14
386	13
387	90
388	15
389	14
390	14
391	16
392	16
393	14
394	14
395	15
396	16
397	15
398	15
399	15
400	13
401	13
402	13
403	16
404	14
405	14
406	13
407	90
408	14
409	16
410	16
411	13
412	16
413	16
414	15
415	13
416	14
417	14
418	16
419	16
420	14
421	14
422	14
423	71
424	15
425	14
426	15
427	13
428	15
429	13
430	11
431	12
432	14
433	14
434	13
435	15
436	14
437	13
438	12
439	80
440	15
441	11
442	13
443	14
444	14
445	14
446	13
447	14
448	10
449	10
450	11
451	13
452	12
453	11
454	9
455	14
456	12
457	14
458	13
459	11
460	11
461	13
462	13
463	12
464	11
465	14
466	13
467	16
468	10
469	11
470	11
471	14
472	12
473	10
474	12
475	13
476	11
477	13
478	13
479	13
480	12
481	11
482	12
483	14
484	10
485	9
486	13
487	16
488	11
489	14
490	11
491	9
492	13
493	13
494	11
495	12
496	13
497	14
498	13
499	14
500	13
501	11
502	13
503	16
504	11
505	13
506	12
507	11
508	11
509	13
510	13
511	8
512	15
513	15
514	14
515	14
516	13
517	15
518	107
519	15
520	14
521	13
522	13
523	14
524	15
525	11
526	12
527	13
528	15
529	15
530	14
531	109
532	14
533	16
534	16
535	16
536	16
537	15
538	16
539	14
540	15
541	15
542	12
543	16
544	14
545	16
546	14
547	16
548	13
549	16
550	15
551	15
552	15
553	15
554	15
555	13
556	12
557	12
558	11
559	14
560	12
561	15
562	13
563	13
564	16
565	16
566	16
567	16
568	16
569	15
570	14
571	16
572	14
573	14
574	15
575	14
576	12
577	9
578	10
579	13
580	11
581	11
582	11
583	9
584	10
585	9
586	11
587	10
588	11
589	10
590	10
591	10
592	10
593	11
594	10
595	13
596	10
597	11
598	9
599	11
600	10
601	11
602	12
603	10
604	12
605	11
606	10
607	12
608	11
609	11
610	9
611	13
612	11
613	12
614	11
615	12
616	11
617	9
618	10
619	11
620	11
621	8
622	11
623	11
624	11
625	10
626	12
627	13
628	10
629	11
630	11
631	12
632	12
633	10
634	12
635	12
636	11
637	12
638	11
639	12
640	3
641	5
642	5
643	7
644	4
645	5
646	3
647	8
648	5
649	3
650	4
651	4
652	4
653	4
654	5
655	3
656	3
657	2
658	5
659	6
660	4
661	5
662	2
663	7
664	3
665	4
666	4
667	4
668	4
669	4
670	3
671	3
672	3
673	4
674	5
675	6
676	4
677	4
678	3
679	8
680	4
681	5
682	5
683	3
684	5
685	1
686	2
687	3
688	5
689	4
690	5
691	8
692	5
693	4
694	4
695	7
696	4
697	4
698	5
699	5
700	5
701	5
702	4
703	4
704	71
705	98
706	16
707	207
708	13
709	80
710	137
711	236
712	90
713	169
714	99
715	147
716	138
717	137
718	195
719	158
720	157
721	185
722	136
723	206
724	89
725	127
726	160
727	176
728	168
729	129
730	90
731	101
732	120
733	158
734	137
735	139
736	149
737	128
738	157
739	176
740	157
741	118
742	119
743	149
744	118
745	138
746	108
747	177
748	129
749	118
750	128
751	127
752	128
753	147
754	209
755	268
756	188
757	137
758	147
759	216
760	219
761	142
762	137
763	175
764	127
765	191
766	168
767	190
768	14
769	13
770	13
771	14
772	15
773	15
774	12
775	117
776	16
777	14
778	14
779	13
780	15
781	16
782	90
783	16
784	15
785	12
786	16
787	15
788	15
789	15
790	15
791	12
792	16
793	14
794	11
795	13
796	16
797	13
798	15
799	13
800	13
801	108
802	15
803	137
804	16
805	15
806	16
807	15
808	14
809	14
810	99
811	11
812	16
813	16
814	11
815	15
816	13
817	15
818	15
819	13
820	14
821	15
822	15
823	16
824	12
825	14
826	14
827	14
828	15
829	13
830	14
831	12
832	13
833	12
834	12
835	15
836	12
837	12
838	12
839	13
840	10
841	11
842	13
843	10
844	12
845	11
846	10
847	12
848	12
849	10
850	12
851	14
852	11
853	10
854	11
855	12
856	11
857	10
858	11
859	12
860	11
861	10
862	11
863	10
864	12
865	12
866	11
867	14
868	12
869	11
870	10
871	13
872	11
873	11
874	12
875	10
876	10
877	9
878	11
879	10
880	11
881	10
882	11
883	10
884	12
885	10
886	11
887	13
888	10
889	12
890	10
891	8
892	10
893	10
894	12
895	12
896	11
897	10
898	12
899	14
900	12
901	13
902	11
903	107
904	11
905	10
906	11
907	12
908	11
909	9
910	9
911	11
912	11
913	11
914	10
915	11
916	9
917	10
918	10
919	14
920	10
921	12
922	12
923	10
924	9
925	9
926	10
927	11
928	12
929	10
930	8
931	15
932	11
933	11
934	11
935	15
936	8
937	9
938	10
939	10
940	11
941	11
942	11
943	10
944	9
945	10
946	10
947	15
948	10
949	12
950	11
951	16
952	12
953	9
954	10
955	9
956	10
957	13
958	11
959	12
960	9
961	8
962	9
963	11
964	10
965	8
966	8
967	12
968	7
969	10
970	9
971	9
972	9
973	7
974	8
975	8
976	8
977	8
978	10
979	12
980	8
981	7
982	10
983	13
984	7
985	10
986	8
987	10
988	9
989	7
990	9
991	9
992	8
993	9
994	8
995	12
996	9
997	8
998	9
999	11
1000	9
1001	10
1002	7
1003	8
1004	9
1005	9
1006	9
1007	10
1008	8
1009	7
1010	7
1011	12
1012	7
1013	9
1014	9
1015	12
1016	8
1017	9
1018	9
1019	8
1020	10
1021	9
1022	8
1023	8
1024	15
1025	81
1026	62
1027	117
1028	16
1029	80
1030	119
1031	98
1032	108
1033	15
1034	91
1035	99
1036	101
1037	101
1038	131
1039	99
1040	72
1041	53
1042	71
1043	98
1044	14
1045	16
1046	15
1047	156
1048	71
1049	81
1050	89
1051	16
1052	100
1053	80
1054	62
1055	16
1056	16
1057	82
1058	71
1059	149
1060	71
1061	15
1062	53
1063	127
1064	14
1065	13
1066	99
1067	16
1068	101
1069	16
1070	16
1071	16
1072	16
1073	16
1074	14
1075	158
1076	90
1077	82
1078	108
1079	129
1080	16
1081	15
1082	15
1083	12
1084	119
1085	15
1086	16
1087	99
1088	5
1089	4
1090	5
1091	6
1092	5
1093	6
1094	5
1095	8
1096	6
1097	6
1098	5
1099	6
1100	5
1101	6
1102	6
1103	6
1104	6
1105	5
1106	5
1107	6
1108	5
1109	6
1110	3
1111	6
1112	6
1113	6
1114	6
1115	5
1116	5
1117	5
1118	4
1119	5
1120	5
1121	4
1122	5
1123	8
1124	5
1125	6
1126	5
1127	7
1128	6
1129	6
1130	6
1131	5
1132	6
1133	6
1134	6
1135	6
1136	5
1137	5
1138	6
1139	7
1140	6
1141	4
1142	5
1143	6
1144	5
1145	6
1146	5
1147	5
1148	5
1149	6
1150	4
1151	5
1152	10
1153	10
1154	11
1155	11
1156	8
1157	10
1158	8
1159	11
1160	8
1161	8
1162	9
1163	10
1164	9
1165	12
1166	11
1167	10
1168	10
1169	9
1170	11
1171	15
1172	9
1173	10
1174	11
1175	13
1176	11
1177	12
1178	10
1179	11
1180	10
1181	12
1182	10
1183	8
1184	9
1185	9
1186	11
1187	15
1188	9
1189	8
1190	8
1191	14
1192	10
1193	10
1194	11
1195	10
1196	9
1197	9
1198	9
1199	10
1200	8
1201	12
1202	10
1203	11
1204	10
1205	11
1206	11
1207	14
1208	11
1209	8
1210	9
1211	12
1212	11
1213	11
1214	11
1215	9
1216	15
1217	91
1218	16
1219	129
1220	109
1221	128
1222	90
1223	148
1224	100
1225	16
1226	139
1227	102
1228	112
1229	101
1230	72
1231	103
1232	15
1233	54
1234	92
1235	120
1236	16
1237	81
1238	101
1239	139
1240	16
1241	81
1242	80
1243	16
1244	16
1245	13
1246	16
1247	16
1248	11
1249	14
1250	91
1251	15
1252	16
1253	62
1254	15
1255	129
1256	15
1257	16
1258	110
1259	53
1260	16
1261	71
1262	71
1263	15
1264	15
1265	90
1266	111
1267	139
1268	13
1269	14
1270	15
1271	90
1272	101
1273	111
1274	15
1275	15
1276	15
1277	109
1278	16
1279	62
1280	9
1281	10
1282	11
1283	10
1284	13
1285	9
1286	10
1287	12
1288	8
1289	10
1290	11
1291	11
1292	12
1293	13
1294	10
1295	10
1296	11
1297	7
1298	9
1299	12
1300	11
1301	11
1302	14
1303	12
1304	12
1305	9
1306	11
1307	11
1308	12
1309	11
1310	8
1311	11
1312	13
1313	13
1314	12
1315	13
1316	11
1317	11
1318	12
1319	12
1320	10
1321	9
1322	10
1323	12
1324	11
1325	13
1326	13
1327	9
1328	12
1329	13
1330	14
1331	13
1332	12
1333	9
1334	11
1335	11
1336	13
1337	14
1338	13
1339	11
1340	12
1341	9
1342	11
1343	12
1344	11
1345	11
1346	9
1347	10
1348	12
1349	12
1350	12
1351	13
1352	12
1353	10
1354	11
1355	12
1356	12
1357	10
1358	12
1359	11
1360	11
1361	11
1362	10
1363	10
1364	9
1365	9
1366	12
1367	12
1368	11
1369	11
1370	12
1371	9
1372	11
1373	11
1374	12
1375	11
1376	12
1377	11
1378	11
1379	13
1380	12
1381	11
1382	11
1383	13
1384	12
1385	12
1386	12
1387	11
1388	11
1389	11
1390	12
1391	12
1392	12
1393	11
1394	11
1395	13
1396	9
1397	11
1398	11
1399	13
1400	11
1401	11
1402	12
1403	12
1404	11
1405	11
1406	12
1407	11
1408	6
1409	6
1410	7
1411	5
1412	8
1413	7
1414	6
1415	7
1416	5
1417	7
1418	7
1419	8
1420	8
1421	7
1422	8
1423	7
1424	6
1425	8
1426	5
1427	7
1428	6
1429	7
1430	7
1431	7
1432	7
1433	8
1434	7
1435	6
1436	7
1437	7
1438	8
1439	8
1440	6
1441	6
1442	8
1443	6
1444	6
1445	8
1446	5
1447	7
1448	8
1449	7
1450	8
1451	7
1452	7
1453	9
1454	6
1455	9
1456	7
1457	7
1458	9
1459	8
1460	8
1461	7
1462	6
1463	6
1464	7
1465	8
1466	8
1467	8
1468	7
1469	8
1470	7
1471	7
1472	16
1473	80
1474	62
1475	81
1476	14
1477	13
1478	81
1479	15
1480	16
1481	15
1482	14
1483	14
1484	15
1485	16
1486	71
1487	13
1488	11
1489	16
1490	16
1491	15
1492	16
1493	15
1494	16
1495	15
1496	16
1497	80
1498	12
1499	14
1500	16
1501	14
1502	14
1503	14
1504	98
1505	14
1506	15
1507	16
1508	15
1509	14
1510	16
1511	120
1512	81
1513	14
1514	14
1515	13
1516	16
1517	15
1518	80
1519	14
1520	14
1521	16
1522	62
1523	80
1524	13
1525	16
1526	72
1527	15
1528	16
1529	15
1530	14
1531	15
1532	14
1533	91
1534	15
1535	16
1536	11
1537	9
1538	10
1539	12
1540	9
1541	8
1542	9
1543	10
1544	8
1545	9
1546	10
1547	10
1548	8
1549	9
1550	8
1551	10
1552	10
1553	9
1554	9
1555	9
1556	8
1557	7
1558	9
1559	12
1560	9
1561	10
1562	7
1563	8
1564	7
1565	9
1566	9
1567	9
1568	10
1569	10
1570	10
1571	10
1572	8
1573	10
1574	9
1575	11
1576	8
1577	9
1578	9
1579	10
1580	9
1581	8
1582	10
1583	10
1584	10
1585	9
1586	9
1587	11
1588	9
1589	8
1590	8
1591	11
1592	8
1593	9
1594	7
1595	8
1596	8
1597	8
1598	8
1599	6
1600	5
1601	7
1602	6
1603	8
1604	6
1605	5
1606	7
1607	6
1608	7
1609	7
1610	7
1611	7
1612	5
1613	5
1614	5
1615	7
1616	5
1617	5
1618	5
1619	8
1620	7
1621	8
1622	7
1623	6
1624	4
1625	5
1626	7
1627	6
1628	6
1629	5
1630	6
1631	5
1632	5
1633	6
1634	5
1635	8
1636	4
1637	7
1638	5
1639	7
1640	7
1641	5
1642	6
1643	7
1644	5
1645	4
1646	5
1647	7
1648	7
1649	5
1650	7
1651	6
1652	7
1653	5
1654	7
1655	6
1656	6
1657	4
1658	6
1659	6
1660	6
1661	6
1662	5
1663	5
1664	14
1665	13
1666	14
1667	16
1668	14
1669	14
1670	14
1671	98
1672	14
1673	14
1674	13
1675	13
1676	14
1677	15
1678	13
1679	11
1680	15
1681	13
1682	12
1683	15
1684	13
1685	13
1686	13
1687	14
1688	13
1689	12
1690	14
1691	15
1692	11
1693	12
1694	14
1695	13
1696	14
1697	13
1698	13
1699	71
1700	13
1701	12
1702	14
1703	81
1704	14
1705	15
1706	11
1707	12
1708	15
1709	15
1710	15
1711	14
1712	12
1713	13
1714	14
1715	15
1716	11
1717	14
1718	14
1719	16
1720	12
1721	9
1722	11
1723	13
1724	11
1725	13
1726	12
1727	12
1728	7
1729	8
1730	8
1731	10
1732	9
1733	10
1734	10
1735	11
1736	9
1737	10
1738	7
1739	7
1740	9
1741	8
1742	9
1743	8
1744	9
1745	9
1746	8
1747	10
1748	10
1749	9
1750	11
1751	11
1752	7
1753	9
1754	11
1755	11
1756	9
1757	9
1758	12
1759	10
1760	10
1761	10
1762	12
1763	11
1764	11
1765	9
1766	11
1767	11
1768	12
1769	11
1770	11
1771	13
1772	11
1773	12
1774	11
1775	11
1776	12
1777	12
1778	13
1779	13
1780	12
1781	12
1782	12
1783	14
1784	11
1785	12
1786	11
1787	11
1788	11
1789	11
1790	10
1791	11
1792	15
1793	11
1794	12
1795	16
1796	14
1797	15
1798	15
1799	14
1800	14
1801	12
1802	14
1803	13
1804	12
1805	16
1806	13
1807	13
1808	13
1809	14
1810	15
1811	14
1812	16
1813	12
1814	15
1815	15
1816	12
1817	13
1818	13
1819	11
1820	13
1821	14
1822	14
1823	12
1824	13
1825	15
1826	13
1827	14
1828	11
1829	15
1830	14
1831	14
1832	11
1833	13
1834	13
1835	14
1836	15
1837	13
1838	11
1839	9
1840	10
1841	11
1842	13
1843	16
1844	13
1845	11
1846	13
1847	13
1848	10
1849	13
1850	12
1851	13
1852	12
1853	12
1854	10
1855	14
1856	10
1857	12
1858	10
1859	13
1860	12
1861	13
1862	12
1863	15
1864	12
1865	12
1866	11
1867	10
1868	13
1869	13
1870	12
1871	11
1872	12
1873	12
1874	13
1875	15
1876	13
1877	13
1878	13
1879	13
1880	11
1881	12
1882	11
1883	11
1884	11
1885	10
1886	12
1887	11
1888	12
1889	12
1890	14
1891	13
1892	13
1893	10
1894	11
1895	15
1896	12
1897	11
1898	11
1899	10
1900	11
1901	13
1902	13
1903	12
1904	12
1905	11
1906	13
1907	13
1908	11
1909	11
1910	12
1911	11
1912	12
1913	10
1914	11
1915	11
1916	13
1917	10
1918	10
1919	11
1920	11
1921	11
1922	9
1923	10
1924	11
1925	10
1926	10
1927	12
1928	8
1929	9
1930	11
1931	8
1932	9
1933	10
1934	11
1935	12
1936	10
1937	10
1938	11
1939	13
1940	10
1941	12
1942	11
1943	13
1944	10
1945	12
1946	11
1947	11
1948	11
1949	10
1950	10
1951	11
1952	10
1953	10
1954	11
1955	11
1956	10
1957	9
1958	9
1959	12
1960	10
1961	11
1962	8
1963	9
1964	10
1965	12
1966	11
1967	12
1968	9
1969	9
1970	11
1971	10
1972	9
1973	9
1974	10
1975	10
1976	8
1977	11
1978	10
1979	11
1980	10
1981	11
1982	12
1983	9
1984	8
1985	5
1986	9
1987	11
1988	7
1989	9
1990	9
1991	9
1992	8
1993	8
1994	7
1995	7
1996	6
1997	8
1998	8
1999	7
2000	9
2001	6
2002	9
2003	10
2004	9
2005	7
2006	7
2007	9
2008	8
2009	6
2010	6
2011	8
2012	8
2013	8
2014	8
2015	8
2016	8
2017	6
2018	7
2019	10
2020	4
2021	5
2022	7
2023	10
2024	8
2025	9
2026	6
2027	8
2028	7
2029	6
2030	9
2031	8
2032	7
2033	8
2034	7
2035	11
2036	5
2037	8
2038	7
2039	11
2040	8
2041	7
2042	8
2043	6
2044	7
2045	7
2046	8
2047	8
